move_name,filename,move_duration_frames,package,category,is_neutral,is_mirror,move_soma_uniform_path,move_soma_uniform_shape_path,move_soma_proportional_path,move_soma_proportional_shape_path,move_g1_path,take_name,take_actor,take_org_name,take_date,take_day_part,content_name,content_natural_desc_1,content_natural_desc_2,content_natural_desc_3,content_natural_desc_4,content_technical_description,content_short_description,content_short_description_2,content_all_rigplay_styles,content_uniform_style,content_type_of_movement,content_body_position,content_horizontal_move,content_vertical_move,content_props,content_complex_action,content_repeated_action,actor_uid,actor_height,actor_height_cm,actor_foot_cm,actor_collarbone_height_cm,actor_collarbone_span_cm,actor_elbow_span_cm,actor_wrist_span_cm,actor_shoulder_span_cm,actor_hips_height_cm,actor_hips_bones_span_cm,actor_knee_height_cm,actor_ankle_height_cm,actor_weight_kg,actor_age_yr,actor_gender,actor_profession
on_all_fours_turn_270_R_001__A121,mohak_turn_270_001__A121,485,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230118/mohak_turn_270_001__A121.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230118/mohak_turn_270_001__A121.bvh,soma_shapes/soma_proportion_fit_mhr_params/A121.npz,g1/csv/230118/mohak_turn_270_001__A121.csv,on_all_fours_turn_270_R_001,A121,mohak_turn_270_001,230118,_3,on_all_fours_turn_270_R,individual turning 90 degrees to the right on hands and knees,person on hands and knees makes a right turn using their right hand and foot,one turns 90 degrees to the right while moving on their hands and knees,A person turns towards the right while being on all fours.,"start right foot and right hand, turn 90 degrees over right shoulder, on hands and knees",turning right on all fours,on all fours turn 270,neutral,neutral,"on hands and knees, turning",on all fours,0,0,0,0,0,A121,M,169,25,136,25,90,130,164,95,31,51,8,63,25,F,actor
h_b_w_crouch_270_stop_003__A305,h_b_w_crouch_270_stop_003__A305,494,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230324/h_b_w_crouch_270_stop_003__A305.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/h_b_w_crouch_270_stop_003__A305.bvh,soma_shapes/soma_proportion_fit_mhr_params/A305.npz,g1/csv/230324/h_b_w_crouch_270_stop_003__A305.csv,h_b_w_crouch_270_stop_003,A305,h_b_w_crouch_270_stop_003,230324,_1,h_b_w_crouch_270_stop,ends crouching behind a wall to stand up while supporting with hand,shifting from a crouching position behind a wall to a standing position,stop crouching behind a wall and stand upright,The person turns towards the right back diagonal energetically while in a crouched position and continues to stand facing the same direction.,"from hiding behind wall to position standing, hide behind wall, crouching",end crouching while supporting with hand,h b w crouch 270 stop,neutral,neutral,crouching,"crouching, leaning",0,0,wall,0,0,A305,M,167,25,141,36,87,127,164,97,28,53,10,56,30,F,stuntman
idle_to_on_all_fours_idle_001__A333,idle_to_on_all_fours_idle_001__A333,735,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230418/idle_to_on_all_fours_idle_001__A333.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230418/idle_to_on_all_fours_idle_001__A333.bvh,soma_shapes/soma_proportion_fit_mhr_params/A333.npz,g1/csv/230418/idle_to_on_all_fours_idle_001__A333.csv,idle_to_on_all_fours_idle_001,A333,idle_to_on_all_fours_idle_001,230418,_2,idle_to_on_all_fours_idle,the character transitions from standing to being on their hands and knees,move from standing to kneeling on hands and knees,person kneels on both hands and knees from a standing position,An upright person kneels down on the ground and transitions into a dog position.,"kneel on both knees, add both hands parallel on floor simultaneously, from standing to talent on hands and knees",from neutral position to dog position,idle to on all fours idle,neutral,neutral,transition,"standing, on all fours",1,1,0,0,0,A333,M,177,30,147,33,97,141,178,101,28,55,10,74,24,M,actor
on_all_fours_360_start_R_004__A029,mohak_backward_start_004__A029,833,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/220720/mohak_backward_start_004__A029.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220720/mohak_backward_start_004__A029.bvh,soma_shapes/soma_proportion_fit_mhr_params/A029.npz,g1/csv/220720/mohak_backward_start_004__A029.csv,on_all_fours_360_start_R_004,A029,mohak_backward_start_004,220720,_1,on_all_fours_360_start_R,someone moving backwards while grounded on hands and knees,move backwards on hands and knees,person starts to crawl backwards on all fours,A person in a crawling position begins to move backward using their knees and hands.,"start right foot left hand adding, move backward, on hands and knees backward",the person is in a position on all fours and begins to move backward on knees and hands,on all fours 360 start,neutral,neutral,on hands and knees,"standing, on all fours",1,1,0,0,0,A029,S,155,24,127,31,85,120,158,80,22,43,8,41,22,F,general
on_all_fours_360_start_R_002__A034,mohak_backward_start_002__A034,993,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/220721/mohak_backward_start_002__A034.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/220721/mohak_backward_start_002__A034.bvh,soma_shapes/soma_proportion_fit_mhr_params/A034.npz,g1/csv/220721/mohak_backward_start_002__A034.csv,on_all_fours_360_start_R_002,A034,mohak_backward_start_002,220721,_1,on_all_fours_360_start_R,someone moving backwards while grounded on hands and knees,move backwards on hands and knees,person starts to crawl backwards on all fours,A person in a crawling position begins to move backward using their knees and hands.,"start right foot left hand adding, move backward, on hands and knees backward",the person is in a position on all fours and begins to move backward on knees and hands,on all fours 360 start,neutral,neutral,on hands and knees,"standing, on all fours",1,1,0,0,0,A034,T,183,26,155,37,99,148,182,108,31,54,9,96,27,F,general
crouch_turn_270_R_003__A248,crouch_turn_270_R_003__A248,249,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230306/crouch_turn_270_R_003__A248.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230306/crouch_turn_270_R_003__A248.bvh,soma_shapes/soma_proportion_fit_mhr_params/A248.npz,g1/csv/230306/crouch_turn_270_R_003__A248.csv,crouch_turn_270_R_003,A248,crouch_turn_270_R_003,230306,_1,crouch_turn_270_R,the character takes two steps to the right while maintaining a crouched walk,"a crouching figure starts right footed, taking two steps as they turn 90 degrees to the right",person crouching and taking two steps while turning right,"A person standing in a crouching position while leaning forward quickly turns to their right and stands still, maintaining the same position.","start right foot, turn right 90 degrees over right shoulder, 2 steps, talent crouching, walking in crouch",turning right while crouching,crouch turn 270,neutral,neutral,turning,crouching,0,0,0,0,0,A248,M,166,23,141,29,90,130,163,96,29,50,9,52,29,F,actor
crouch_ff_stop_360_R_002__A246,crouch_ff_stop_360_R_002__A246,1143,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230306/crouch_ff_stop_360_R_002__A246.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230306/crouch_ff_stop_360_R_002__A246.bvh,soma_shapes/soma_proportion_fit_mhr_params/A246.npz,g1/csv/230306/crouch_ff_stop_360_R_002__A246.csv,crouch_ff_stop_360_R_002,A246,crouch_ff_stop_360_R_002,230306,_1,crouch_ff_stop_360_R,person stops crouched walk and turns over their right shoulder,"a crouching person, moves backward and stops over the right shoulder",person crouching walks backwards and stops over their right shoulder,The person in a crouched stance moves backward while facing forward.,"end left foot, move backward, talent crouching, walking in crouch",stopping crouch back over right shoulder,crouch ff stop 360,neutral,neutral,walking,crouching,1,1,0,0,0,A246,T,177,27,149,30,97,139,178,106,27,58,10,68,25,F,actor
on_all_fours_360_start_R_001__A121,mohak_backward_start_001__A121,739,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230118/mohak_backward_start_001__A121.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230118/mohak_backward_start_001__A121.bvh,soma_shapes/soma_proportion_fit_mhr_params/A121.npz,g1/csv/230118/mohak_backward_start_001__A121.csv,on_all_fours_360_start_R_001,A121,mohak_backward_start_001,230118,_3,on_all_fours_360_start_R,someone moving backwards while grounded on hands and knees,move backwards on hands and knees,person starts to crawl backwards on all fours,A person in a crawling position begins to move backward using their knees and hands.,"start right foot left hand adding, move backward, on hands and knees backward",the person is in a position on all fours and begins to move backward on knees and hands,on all fours 360 start,neutral,neutral,on hands and knees,"standing, on all fours",1,1,0,0,0,A121,M,169,25,136,25,90,130,164,95,31,51,8,63,25,F,actor
on_all_fours_180_loop_R_003__A125,mohak_forward_loop_003__A125,1344,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230119/mohak_forward_loop_003__A125.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230119/mohak_forward_loop_003__A125.bvh,soma_shapes/soma_proportion_fit_mhr_params/A125.npz,g1/csv/230119/mohak_forward_loop_003__A125.csv,on_all_fours_180_loop_R_003,A125,mohak_forward_loop_003,230119,_2,on_all_fours_180_loop_R,individual crawls forward on hands and knees,the actor is moving forward on their hands and knees,the individual moves forward while on all fours,A person begins to move forward on all fours.,"move forward, on hands and knees forward",the person is moving in a position on all fours,on all fours 180 loop,neutral,neutral,on hands and knees,on all fours,1,1,0,0,0,A125,M,175,26,147,30,96,137,180,102,29,53,8,64,28,F,actor
h_b_w_stand_270_stop_001__A343,h_b_w_stand_270_stop_001__A343,379,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230420/h_b_w_stand_270_stop_001__A343.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230420/h_b_w_stand_270_stop_001__A343.bvh,soma_shapes/soma_proportion_fit_mhr_params/A343.npz,g1/csv/230420/h_b_w_stand_270_stop_001__A343.csv,h_b_w_stand_270_stop_001,A343,h_b_w_stand_270_stop_001,230420,_3,h_b_w_stand_270_stop,character hides behind a wall then transitions to standing upright,"figure ends in a standing position facing right, after hiding behind a wall",transition from hiding behind a wall to a standing position facing right,A person standing while facing forward turns over their right shoulder quickly to face backward.,"from hiding behind wall to position standing, hide behind wall, standing",end standing facing to right side,h b w stand 270 stop,neutral,neutral,walking,"standing, leaning",0,0,wall,0,0,A343,M,181,29,152,35,99,145,188,103,29,58,10,73,25,M,actor
crouch_ff_start_180_R_101__A128,crouch_ff_start_180_R_101__A128,760,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230119/crouch_ff_start_180_R_101__A128.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230119/crouch_ff_start_180_R_101__A128.bvh,soma_shapes/soma_proportion_fit_mhr_params/A128.npz,g1/csv/230119/crouch_ff_start_180_R_101__A128.csv,crouch_ff_start_180_R_101,A128,crouch_ff_start_180_R_101,230119,_3,crouch_ff_start_180_R,someone starts to move forward while crouching,person starts to move forward in a crouched position,"individual, starting with their right foot forward, starts to walk, crouching down",A crouched person starts to walk forward at a slow pace.,"start right foot, move forward, talent crouching, walking in crouch",beginning to crouch facing forward,crouch ff start 180,neutral,neutral,walking,crouching,1,1,0,0,0,A128,M,181,29,152,35,99,145,188,103,29,58,10,73,25,M,actor
crouch_ff_start_270_R_002__A198,crouch_ff_start_270_R_002__A198,516,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230215/crouch_ff_start_270_R_002__A198.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230215/crouch_ff_start_270_R_002__A198.bvh,soma_shapes/soma_proportion_fit_mhr_params/A198.npz,g1/csv/230215/crouch_ff_start_270_R_002__A198.csv,crouch_ff_start_270_R_002,A198,crouch_ff_start_270_R_002,230215,_2,crouch_ff_start_270_R,person starts to crouch and moves to the right,person starts to move to the right while crouching,person starts with the right foot and walks directly to the right while initiating a crouching position,A person crouch-walks in a cross-stepping manner. Then they gradually stand upright as they continue moving to the right.,"start right foot, move sideways, left foot back crossing, talent crouching, walking in crouch",beginning to crouch facing forward directly to the right,crouch ff start 270,neutral,neutral,walking,crouching,1,1,0,0,0,A198,M,171,27,141,32,93,134,170,99,27,50,9,68,25,M,actor
crouch_ff_loop_270_R_002__A145,crouch_ff_loop_270_002__A145,849,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230125/crouch_ff_loop_270_002__A145.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230125/crouch_ff_loop_270_002__A145.bvh,soma_shapes/soma_proportion_fit_mhr_params/A145.npz,g1/csv/230125/crouch_ff_loop_270_002__A145.csv,crouch_ff_loop_270_R_002,A145,crouch_ff_loop_270_002,230125,_2,crouch_ff_loop_270_R,crouch and creep directly to the right,person moves sideways to the right in a crouching position,a crouching person moving directly to right with left foot crossing back,A person in a crouched position facing forward walks slowly to their right.,"move sideways, left foot back crossing, talent crouching, walking in crouch",crouching facing forward directly to the right,crouch ff loop 270,neutral,neutral,walking,crouching,1,1,0,0,0,A145,T,177,27,149,30,97,139,178,106,27,58,10,68,25,F,actor
crouch_ff_stop_315_R_001__A246,crouch_ff_stop_315_R_001__A246,893,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230306/crouch_ff_stop_315_R_001__A246.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230306/crouch_ff_stop_315_R_001__A246.bvh,soma_shapes/soma_proportion_fit_mhr_params/A246.npz,g1/csv/230306/crouch_ff_stop_315_R_001__A246.csv,crouch_ff_stop_315_R_001,A246,crouch_ff_stop_315_R_001,230306,_1,crouch_ff_stop_315_R,"someone retreats diagonally in a crouching posture, ending with the left foot",transition into a crouch while walking diagonally to the right,a crouched person moves backward diagonally to the right,A person in a crouched position moving sideways to the right back diagonal comes to a stop.,"end left foot, move backward diagonally, left foot back crossing, talent crouching, walking in crouch",stopping crouch facing forward diagonally down to the right,crouch ff stop 315,neutral,neutral,walking,crouching,1,1,0,0,0,A246,T,177,27,149,30,97,139,178,106,27,58,10,68,25,F,actor
crouch_ff_start_270_R_001__A195,crouch_ff_start_270_R_001__A195,735,Locomotion,Advanced Locomotion,1.0,False,soma_uniform/bvh/230215/crouch_ff_start_270_R_001__A195.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230215/crouch_ff_start_270_R_001__A195.bvh,soma_shapes/soma_proportion_fit_mhr_params/A195.npz,g1/csv/230215/crouch_ff_start_270_R_001__A195.csv,crouch_ff_start_270_R_001,A195,crouch_ff_start_270_R_001,230215,_2,crouch_ff_start_270_R,person starts to crouch and moves to the right,person starts to move to the right while crouching,person starts with the right foot and walks directly to the right while initiating a crouching position,A person crouch-walks in a cross-stepping manner. Then they gradually stand upright as they continue moving to the right.,"start right foot, move sideways, left foot back crossing, talent crouching, walking in crouch",beginning to crouch facing forward directly to the right,crouch ff start 270,neutral,neutral,walking,crouching,1,1,0,0,0,A195,T,177,26,147,30,96,138,174,100,27,54,8,64,25,F,actor
